"Leeftijd","Aanwezig","Datum","Type"
"50 - 54",42,"2020-12-22","IC"
"55 - 59",70,"2020-12-22","IC"
"60 - 64",98,"2020-12-22","IC"
"65 - 69",131,"2020-12-22","IC"
"70 - 74",140,"2020-12-22","IC"
"75 - 79",77,"2020-12-22","IC"
"80 - 84",13,"2020-12-22","IC"
"85 - 89",0,"2020-12-22","IC"
">90",0,"2020-12-22","IC"
"<20",1,"2020-12-23","IC"
"20 - 24",1,"2020-12-23","IC"
"25 - 29",1,"2020-12-23","IC"
"30 - 34",3,"2020-12-23","IC"
"35 - 39",4,"2020-12-23","IC"
"40 - 44",8,"2020-12-23","IC"
"45 - 49",16,"2020-12-23","IC"
"50 - 54",44,"2020-12-23","IC"
"55 - 59",76,"2020-12-23","IC"
"60 - 64",94,"2020-12-23","IC"
"65 - 69",127,"2020-12-23","IC"
"70 - 74",138,"2020-12-23","IC"
"75 - 79",78,"2020-12-23","IC"
"80 - 84",12,"2020-12-23","IC"
"85 - 89",0,"2020-12-23","IC"
">90",0,"2020-12-23","IC"
"<20",1,"2020-12-24","IC"
"20 - 24",1,"2020-12-24","IC"
"25 - 29",0,"2020-12-24","IC"
"30 - 34",2,"2020-12-24","IC"
"35 - 39",4,"2020-12-24","IC"
"40 - 44",8,"2020-12-24","IC"
"45 - 49",20,"2020-12-24","IC"
"50 - 54",47,"2020-12-24","IC"
"55 - 59",81,"2020-12-24","IC"
"60 - 64",100,"2020-12-24","IC"
"65 - 69",130,"2020-12-24","IC"
"70 - 74",143,"2020-12-24","IC"
"75 - 79",80,"2020-12-24","IC"
"80 - 84",13,"2020-12-24","IC"
"85 - 89",0,"2020-12-24","IC"
">90",0,"2020-12-24","IC"
"<20",1,"2020-12-25","IC"
"20 - 24",1,"2020-12-25","IC"
"25 - 29",0,"2020-12-25","IC"
"30 - 34",1,"2020-12-25","IC"
"35 - 39",3,"2020-12-25","IC"
"40 - 44",8,"2020-12-25","IC"
"45 - 49",19,"2020-12-25","IC"
"50 - 54",49,"2020-12-25","IC"
"55 - 59",83,"2020-12-25","IC"
"60 - 64",100,"2020-12-25","IC"
"65 - 69",131,"2020-12-25","IC"
"70 - 74",137,"2020-12-25","IC"
"75 - 79",78,"2020-12-25","IC"
"80 - 84",13,"2020-12-25","IC"
"85 - 89",1,"2020-12-25","IC"
">90",0,"2020-12-25","IC"
"<20",1,"2020-12-26","IC"
"20 - 24",1,"2020-12-26","IC"
"25 - 29",0,"2020-12-26","IC"
"30 - 34",1,"2020-12-26","IC"
"35 - 39",4,"2020-12-26","IC"
"40 - 44",8,"2020-12-26","IC"
"45 - 49",21,"2020-12-26","IC"
"50 - 54",50,"2020-12-26","IC"
"55 - 59",81,"2020-12-26","IC"
"60 - 64",100,"2020-12-26","IC"
"65 - 69",128,"2020-12-26","IC"
"70 - 74",142,"2020-12-26","IC"
"75 - 79",79,"2020-12-26","IC"
"80 - 84",14,"2020-12-26","IC"
"85 - 89",1,"2020-12-26","IC"
">90",0,"2020-12-26","IC"
"<20",1,"2020-12-27","IC"
"20 - 24",1,"2020-12-27","IC"
"25 - 29",1,"2020-12-27","IC"
"30 - 34",2,"2020-12-27","IC"
"35 - 39",3,"2020-12-27","IC"
"40 - 44",8,"2020-12-27","IC"
"45 - 49",20,"2020-12-27","IC"
"50 - 54",53,"2020-12-27","IC"
"55 - 59",87,"2020-12-27","IC"
"60 - 64",100,"2020-12-27","IC"
"65 - 69",136,"2020-12-27","IC"
"70 - 74",145,"2020-12-27","IC"
"75 - 79",77,"2020-12-27","IC"
"80 - 84",14,"2020-12-27","IC"
"85 - 89",1,"2020-12-27","IC"
">90",0,"2020-12-27","IC"
"<20",1,"2020-12-28","IC"
"20 - 24",1,"2020-12-28","IC"
"25 - 29",1,"2020-12-28","IC"
"30 - 34",2,"2020-12-28","IC"
"35 - 39",2,"2020-12-28","IC"
"40 - 44",10,"2020-12-28","IC"
"45 - 49",19,"2020-12-28","IC"
"50 - 54",51,"2020-12-28","IC"
"55 - 59",88,"2020-12-28","IC"
"60 - 64",104,"2020-12-28","IC"
"65 - 69",146,"2020-12-28","IC"
"70 - 74",150,"2020-12-28","IC"
"75 - 79",76,"2020-12-28","IC"
"80 - 84",12,"2020-12-28","IC"
"85 - 89",1,"2020-12-28","IC"
">90",0,"2020-12-28","IC"
"<20",1,"2020-12-29","IC"
"20 - 24",1,"2020-12-29","IC"
"25 - 29",1,"2020-12-29","IC"
"30 - 34",2,"2020-12-29","IC"
"35 - 39",3,"2020-12-29","IC"
"40 - 44",8,"2020-12-29","IC"
"45 - 49",22,"2020-12-29","IC"
"50 - 54",51,"2020-12-29","IC"
"55 - 59",87,"2020-12-29","IC"
"60 - 64",108,"2020-12-29","IC"
"65 - 69",147,"2020-12-29","IC"
"70 - 74",151,"2020-12-29","IC"
"75 - 79",83,"2020-12-29","IC"
"80 - 84",12,"2020-12-29","IC"
"85 - 89",1,"2020-12-29","IC"
">90",0,"2020-12-29","IC"
"<20",1,"2020-12-30","IC"
"20 - 24",1,"2020-12-30","IC"
"25 - 29",1,"2020-12-30","IC"
"30 - 34",2,"2020-12-30","IC"
"35 - 39",4,"2020-12-30","IC"
"40 - 44",8,"2020-12-30","IC"
"45 - 49",21,"2020-12-30","IC"
"50 - 54",54,"2020-12-30","IC"
"55 - 59",89,"2020-12-30","IC"
"60 - 64",116,"2020-12-30","IC"
"65 - 69",148,"2020-12-30","IC"
"70 - 74",164,"2020-12-30","IC"
"75 - 79",86,"2020-12-30","IC"
"80 - 84",11,"2020-12-30","IC"
"85 - 89",3,"2020-12-30","IC"
">90",0,"2020-12-30","IC"
"<20",1,"2020-12-31","IC"
"20 - 24",1,"2020-12-31","IC"
"25 - 29",1,"2020-12-31","IC"
"30 - 34",2,"2020-12-31","IC"
"35 - 39",5,"2020-12-31","IC"
"40 - 44",7,"2020-12-31","IC"
"45 - 49",20,"2020-12-31","IC"
"50 - 54",49,"2020-12-31","IC"
"55 - 59",92,"2020-12-31","IC"
"60 - 64",123,"2020-12-31","IC"
"65 - 69",139,"2020-12-31","IC"
"70 - 74",171,"2020-12-31","IC"
"75 - 79",89,"2020-12-31","IC"
"80 - 84",11,"2020-12-31","IC"
"85 - 89",2,"2020-12-31","IC"
">90",0,"2020-12-31","IC"
"<20",1,"2021-01-01","IC"
"20 - 24",1,"2021-01-01","IC"
"25 - 29",1,"2021-01-01","IC"
"30 - 34",2,"2021-01-01","IC"
"35 - 39",4,"2021-01-01","IC"
"40 - 44",6,"2021-01-01","IC"
"45 - 49",20,"2021-01-01","IC"
"50 - 54",49,"2021-01-01","IC"
"55 - 59",91,"2021-01-01","IC"
"60 - 64",124,"2021-01-01","IC"
"65 - 69",134,"2021-01-01","IC"
"70 - 74",167,"2021-01-01","IC"
"75 - 79",89,"2021-01-01","IC"
"80 - 84",11,"2021-01-01","IC"
"85 - 89",2,"2021-01-01","IC"
">90",0,"2021-01-01","IC"
"<20",1,"2021-01-02","IC"
"20 - 24",1,"2021-01-02","IC"
"25 - 29",1,"2021-01-02","IC"
"30 - 34",2,"2021-01-02","IC"
"35 - 39",3,"2021-01-02","IC"
"40 - 44",7,"2021-01-02","IC"
"45 - 49",25,"2021-01-02","IC"
"50 - 54",46,"2021-01-02","IC"
"55 - 59",87,"2021-01-02","IC"
"60 - 64",122,"2021-01-02","IC"
"65 - 69",133,"2021-01-02","IC"
"70 - 74",173,"2021-01-02","IC"
"75 - 79",93,"2021-01-02","IC"
"80 - 84",11,"2021-01-02","IC"
"85 - 89",2,"2021-01-02","IC"
">90",0,"2021-01-02","IC"
"<20",1,"2021-01-03","IC"
"20 - 24",0,"2021-01-03","IC"
"25 - 29",1,"2021-01-03","IC"
"30 - 34",2,"2021-01-03","IC"
"35 - 39",4,"2021-01-03","IC"
"40 - 44",8,"2021-01-03","IC"
"45 - 49",28,"2021-01-03","IC"
"50 - 54",45,"2021-01-03","IC"
"55 - 59",95,"2021-01-03","IC"
"60 - 64",119,"2021-01-03","IC"
"65 - 69",131,"2021-01-03","IC"
"70 - 74",170,"2021-01-03","IC"
"75 - 79",100,"2021-01-03","IC"
"80 - 84",12,"2021-01-03","IC"
"85 - 89",2,"2021-01-03","IC"
">90",0,"2021-01-03","IC"
"<20",2,"2021-01-04","IC"
"20 - 24",1,"2021-01-04","IC"
"25 - 29",2,"2021-01-04","IC"
"30 - 34",1,"2021-01-04","IC"
"35 - 39",4,"2021-01-04","IC"
"40 - 44",8,"2021-01-04","IC"
"45 - 49",27,"2021-01-04","IC"
"50 - 54",46,"2021-01-04","IC"
"55 - 59",93,"2021-01-04","IC"
"60 - 64",128,"2021-01-04","IC"
"65 - 69",138,"2021-01-04","IC"
"70 - 74",174,"2021-01-04","IC"
"75 - 79",95,"2021-01-04","IC"
"80 - 84",13,"2021-01-04","IC"
"85 - 89",2,"2021-01-04","IC"
">90",0,"2021-01-04","IC"
"<20",2,"2021-01-05","IC"
"20 - 24",0,"2021-01-05","IC"
"25 - 29",1,"2021-01-05","IC"
"30 - 34",1,"2021-01-05","IC"
"35 - 39",3,"2021-01-05","IC"
"40 - 44",6,"2021-01-05","IC"
"45 - 49",27,"2021-01-05","IC"
"50 - 54",45,"2021-01-05","IC"
"55 - 59",89,"2021-01-05","IC"
"60 - 64",125,"2021-01-05","IC"
"65 - 69",145,"2021-01-05","IC"
"70 - 74",171,"2021-01-05","IC"
"75 - 79",92,"2021-01-05","IC"
"80 - 84",14,"2021-01-05","IC"
"85 - 89",3,"2021-01-05","IC"
">90",0,"2021-01-05","IC"
"<20",1,"2021-01-06","IC"
"20 - 24",0,"2021-01-06","IC"
"25 - 29",1,"2021-01-06","IC"
"30 - 34",2,"2021-01-06","IC"
"35 - 39",3,"2021-01-06","IC"
"40 - 44",6,"2021-01-06","IC"
"45 - 49",22,"2021-01-06","IC"
"50 - 54",49,"2021-01-06","IC"
"55 - 59",89,"2021-01-06","IC"
"60 - 64",121,"2021-01-06","IC"
"65 - 69",141,"2021-01-06","IC"
"70 - 74",167,"2021-01-06","IC"
"75 - 79",90,"2021-01-06","IC"
"80 - 84",15,"2021-01-06","IC"
"85 - 89",2,"2021-01-06","IC"
">90",0,"2021-01-06","IC"
"<20",1,"2021-01-07","IC"
"20 - 24",0,"2021-01-07","IC"
"25 - 29",1,"2021-01-07","IC"
"30 - 34",3,"2021-01-07","IC"
"35 - 39",5,"2021-01-07","IC"
"40 - 44",7,"2021-01-07","IC"
"45 - 49",24,"2021-01-07","IC"
"50 - 54",49,"2021-01-07","IC"
"55 - 59",86,"2021-01-07","IC"
"60 - 64",119,"2021-01-07","IC"
"65 - 69",140,"2021-01-07","IC"
"70 - 74",171,"2021-01-07","IC"
"75 - 79",88,"2021-01-07","IC"
"80 - 84",13,"2021-01-07","IC"
"85 - 89",1,"2021-01-07","IC"
">90",0,"2021-01-07","IC"
"<20",1,"2021-01-08","IC"
"20 - 24",0,"2021-01-08","IC"
"25 - 29",1,"2021-01-08","IC"
"30 - 34",5,"2021-01-08","IC"
"35 - 39",4,"2021-01-08","IC"
"40 - 44",6,"2021-01-08","IC"
"45 - 49",25,"2021-01-08","IC"
"50 - 54",46,"2021-01-08","IC"
"55 - 59",82,"2021-01-08","IC"
"60 - 64",121,"2021-01-08","IC"
"65 - 69",139,"2021-01-08","IC"
"70 - 74",173,"2021-01-08","IC"
"75 - 79",86,"2021-01-08","IC"
"80 - 84",13,"2021-01-08","IC"
"85 - 89",1,"2021-01-08","IC"
">90",0,"2021-01-08","IC"
"<20",1,"2021-01-09","IC"
"20 - 24",0,"2021-01-09","IC"
"25 - 29",1,"2021-01-09","IC"
"30 - 34",5,"2021-01-09","IC"
"35 - 39",5,"2021-01-09","IC"
"40 - 44",6,"2021-01-09","IC"
"45 - 49",24,"2021-01-09","IC"
"50 - 54",52,"2021-01-09","IC"
"55 - 59",82,"2021-01-09","IC"
"60 - 64",117,"2021-01-09","IC"
"65 - 69",140,"2021-01-09","IC"
"70 - 74",172,"2021-01-09","IC"
"75 - 79",80,"2021-01-09","IC"
"80 - 84",10,"2021-01-09","IC"
"85 - 89",1,"2021-01-09","IC"
">90",0,"2021-01-09","IC"
"<20",1,"2021-01-10","IC"
"20 - 24",0,"2021-01-10","IC"
"25 - 29",1,"2021-01-10","IC"
"30 - 34",5,"2021-01-10","IC"
"35 - 39",5,"2021-01-10","IC"
"40 - 44",6,"2021-01-10","IC"
"45 - 49",28,"2021-01-10","IC"
"50 - 54",52,"2021-01-10","IC"
"55 - 59",80,"2021-01-10","IC"
"60 - 64",117,"2021-01-10","IC"
"65 - 69",147,"2021-01-10","IC"
"70 - 74",170,"2021-01-10","IC"
"75 - 79",78,"2021-01-10","IC"
"80 - 84",10,"2021-01-10","IC"
"85 - 89",2,"2021-01-10","IC"
">90",0,"2021-01-10","IC"
"<20",2,"2021-01-11","IC"
"20 - 24",0,"2021-01-11","IC"
"25 - 29",2,"2021-01-11","IC"
"30 - 34",5,"2021-01-11","IC"
"35 - 39",4,"2021-01-11","IC"
"40 - 44",7,"2021-01-11","IC"
"45 - 49",28,"2021-01-11","IC"
"50 - 54",49,"2021-01-11","IC"
"55 - 59",81,"2021-01-11","IC"
"60 - 64",114,"2021-01-11","IC"
"65 - 69",150,"2021-01-11","IC"
"70 - 74",169,"2021-01-11","IC"
"75 - 79",75,"2021-01-11","IC"
"80 - 84",8,"2021-01-11","IC"
"85 - 89",1,"2021-01-11","IC"
">90",0,"2021-01-11","IC"
"<20",2,"2021-01-12","IC"
"20 - 24",1,"2021-01-12","IC"
"25 - 29",2,"2021-01-12","IC"
"30 - 34",3,"2021-01-12","IC"
"35 - 39",5,"2021-01-12","IC"
"40 - 44",8,"2021-01-12","IC"
"45 - 49",29,"2021-01-12","IC"
"50 - 54",49,"2021-01-12","IC"
"55 - 59",80,"2021-01-12","IC"
"60 - 64",113,"2021-01-12","IC"
"65 - 69",155,"2021-01-12","IC"
"70 - 74",173,"2021-01-12","IC"
"75 - 79",74,"2021-01-12","IC"
"80 - 84",10,"2021-01-12","IC"
"85 - 89",1,"2021-01-12","IC"
">90",0,"2021-01-12","IC"
"<20",2,"2021-01-13","IC"
"20 - 24",1,"2021-01-13","IC"
"25 - 29",2,"2021-01-13","IC"
"30 - 34",3,"2021-01-13","IC"
"35 - 39",5,"2021-01-13","IC"
"40 - 44",9,"2021-01-13","IC"
"45 - 49",30,"2021-01-13","IC"
"50 - 54",51,"2021-01-13","IC"
"55 - 59",84,"2021-01-13","IC"
"60 - 64",111,"2021-01-13","IC"
"65 - 69",156,"2021-01-13","IC"
"70 - 74",167,"2021-01-13","IC"
"75 - 79",71,"2021-01-13","IC"
"80 - 84",12,"2021-01-13","IC"
"85 - 89",1,"2021-01-13","IC"
">90",0,"2021-01-13","IC"
"<20",1,"2021-01-14","IC"
"20 - 24",1,"2021-01-14","IC"
"25 - 29",3,"2021-01-14","IC"
"30 - 34",3,"2021-01-14","IC"
"35 - 39",5,"2021-01-14","IC"
"40 - 44",7,"2021-01-14","IC"
"45 - 49",29,"2021-01-14","IC"
"50 - 54",52,"2021-01-14","IC"
"55 - 59",86,"2021-01-14","IC"
"60 - 64",117,"2021-01-14","IC"
"65 - 69",152,"2021-01-14","IC"
"70 - 74",164,"2021-01-14","IC"
"75 - 79",70,"2021-01-14","IC"
"80 - 84",10,"2021-01-14","IC"
"85 - 89",1,"2021-01-14","IC"
">90",0,"2021-01-14","IC"
"<20",2,"2021-01-15","IC"
"20 - 24",1,"2021-01-15","IC"
"25 - 29",3,"2021-01-15","IC"
"30 - 34",2,"2021-01-15","IC"
"35 - 39",6,"2021-01-15","IC"
"40 - 44",8,"2021-01-15","IC"
"45 - 49",30,"2021-01-15","IC"
"50 - 54",49,"2021-01-15","IC"
"55 - 59",88,"2021-01-15","IC"
"60 - 64",117,"2021-01-15","IC"
"65 - 69",143,"2021-01-15","IC"
"70 - 74",163,"2021-01-15","IC"
"75 - 79",71,"2021-01-15","IC"
"80 - 84",9,"2021-01-15","IC"
"85 - 89",1,"2021-01-15","IC"
">90",0,"2021-01-15","IC"
"<20",2,"2021-01-16","IC"
"20 - 24",1,"2021-01-16","IC"
"25 - 29",3,"2021-01-16","IC"
"30 - 34",2,"2021-01-16","IC"
"35 - 39",6,"2021-01-16","IC"
"40 - 44",8,"2021-01-16","IC"
"45 - 49",28,"2021-01-16","IC"
"50 - 54",49,"2021-01-16","IC"
"55 - 59",86,"2021-01-16","IC"
"60 - 64",114,"2021-01-16","IC"
"65 - 69",145,"2021-01-16","IC"
"70 - 74",162,"2021-01-16","IC"
"75 - 79",66,"2021-01-16","IC"
"80 - 84",10,"2021-01-16","IC"
"85 - 89",1,"2021-01-16","IC"
">90",0,"2021-01-16","IC"
"<20",2,"2021-01-17","IC"
"20 - 24",1,"2021-01-17","IC"
"25 - 29",3,"2021-01-17","IC"
"30 - 34",3,"2021-01-17","IC"
"35 - 39",6,"2021-01-17","IC"
"40 - 44",7,"2021-01-17","IC"
"45 - 49",30,"2021-01-17","IC"
"50 - 54",51,"2021-01-17","IC"
"55 - 59",85,"2021-01-17","IC"
"60 - 64",117,"2021-01-17","IC"
"65 - 69",137,"2021-01-17","IC"
"70 - 74",162,"2021-01-17","IC"
"75 - 79",66,"2021-01-17","IC"
"80 - 84",11,"2021-01-17","IC"
"85 - 89",3,"2021-01-17","IC"
">90",0,"2021-01-17","IC"
"<20",2,"2021-01-18","IC"
"20 - 24",1,"2021-01-18","IC"
"25 - 29",4,"2021-01-18","IC"
"30 - 34",3,"2021-01-18","IC"
"35 - 39",6,"2021-01-18","IC"
"40 - 44",6,"2021-01-18","IC"
"45 - 49",32,"2021-01-18","IC"
"50 - 54",50,"2021-01-18","IC"
"55 - 59",87,"2021-01-18","IC"
"60 - 64",121,"2021-01-18","IC"
"65 - 69",142,"2021-01-18","IC"
"70 - 74",165,"2021-01-18","IC"
"75 - 79",63,"2021-01-18","IC"
"80 - 84",11,"2021-01-18","IC"
"85 - 89",2,"2021-01-18","IC"
">90",0,"2021-01-18","IC"
"<20",2,"2021-01-19","IC"
"20 - 24",1,"2021-01-19","IC"
"25 - 29",4,"2021-01-19","IC"
"30 - 34",3,"2021-01-19","IC"
"35 - 39",6,"2021-01-19","IC"
"40 - 44",8,"2021-01-19","IC"
"45 - 49",30,"2021-01-19","IC"
"50 - 54",51,"2021-01-19","IC"
"55 - 59",86,"2021-01-19","IC"
"60 - 64",121,"2021-01-19","IC"
"65 - 69",140,"2021-01-19","IC"
"70 - 74",159,"2021-01-19","IC"
"75 - 79",59,"2021-01-19","IC"
"80 - 84",9,"2021-01-19","IC"
"85 - 89",1,"2021-01-19","IC"
">90",0,"2021-01-19","IC"
"<20",2,"2021-01-20","IC"
"20 - 24",0,"2021-01-20","IC"
"25 - 29",4,"2021-01-20","IC"
"30 - 34",2,"2021-01-20","IC"
"35 - 39",4,"2021-01-20","IC"
"40 - 44",7,"2021-01-20","IC"
"45 - 49",29,"2021-01-20","IC"
"50 - 54",47,"2021-01-20","IC"
"55 - 59",87,"2021-01-20","IC"
"60 - 64",122,"2021-01-20","IC"
"65 - 69",139,"2021-01-20","IC"
"70 - 74",155,"2021-01-20","IC"
"75 - 79",58,"2021-01-20","IC"
"80 - 84",9,"2021-01-20","IC"
"85 - 89",1,"2021-01-20","IC"
">90",0,"2021-01-20","IC"
"<20",2,"2021-01-21","IC"
"20 - 24",0,"2021-01-21","IC"
"25 - 29",5,"2021-01-21","IC"
"30 - 34",2,"2021-01-21","IC"
"35 - 39",4,"2021-01-21","IC"
"40 - 44",8,"2021-01-21","IC"
"45 - 49",27,"2021-01-21","IC"
"50 - 54",46,"2021-01-21","IC"
"55 - 59",89,"2021-01-21","IC"
"60 - 64",126,"2021-01-21","IC"
"65 - 69",135,"2021-01-21","IC"
"70 - 74",154,"2021-01-21","IC"
"75 - 79",59,"2021-01-21","IC"
"80 - 84",10,"2021-01-21","IC"
"85 - 89",1,"2021-01-21","IC"
">90",0,"2021-01-21","IC"
"<20",2,"2021-01-22","IC"
"20 - 24",0,"2021-01-22","IC"
"25 - 29",5,"2021-01-22","IC"
"30 - 34",1,"2021-01-22","IC"
"35 - 39",3,"2021-01-22","IC"
"40 - 44",7,"2021-01-22","IC"
"45 - 49",26,"2021-01-22","IC"
"50 - 54",49,"2021-01-22","IC"
"55 - 59",91,"2021-01-22","IC"
"60 - 64",128,"2021-01-22","IC"
"65 - 69",137,"2021-01-22","IC"
"70 - 74",151,"2021-01-22","IC"
"75 - 79",58,"2021-01-22","IC"
"80 - 84",9,"2021-01-22","IC"
"85 - 89",1,"2021-01-22","IC"
">90",1,"2021-01-22","IC"
"<20",2,"2021-01-23","IC"
"20 - 24",0,"2021-01-23","IC"
"25 - 29",5,"2021-01-23","IC"
"30 - 34",1,"2021-01-23","IC"
"35 - 39",4,"2021-01-23","IC"
"40 - 44",8,"2021-01-23","IC"
"45 - 49",26,"2021-01-23","IC"
"50 - 54",46,"2021-01-23","IC"
"55 - 59",91,"2021-01-23","IC"
"60 - 64",127,"2021-01-23","IC"
"65 - 69",140,"2021-01-23","IC"
"70 - 74",146,"2021-01-23","IC"
"75 - 79",58,"2021-01-23","IC"
"80 - 84",9,"2021-01-23","IC"
"85 - 89",1,"2021-01-23","IC"
">90",0,"2021-01-23","IC"
"<20",2,"2021-01-24","IC"
"20 - 24",1,"2021-01-24","IC"
"25 - 29",4,"2021-01-24","IC"
"30 - 34",1,"2021-01-24","IC"
"35 - 39",5,"2021-01-24","IC"
"40 - 44",7,"2021-01-24","IC"
"45 - 49",25,"2021-01-24","IC"
"50 - 54",47,"2021-01-24","IC"
"55 - 59",92,"2021-01-24","IC"
"60 - 64",125,"2021-01-24","IC"
"65 - 69",142,"2021-01-24","IC"
"70 - 74",145,"2021-01-24","IC"
"75 - 79",57,"2021-01-24","IC"
"80 - 84",10,"2021-01-24","IC"
"85 - 89",1,"2021-01-24","IC"
">90",0,"2021-01-24","IC"
"<20",2,"2021-01-25","IC"
"20 - 24",2,"2021-01-25","IC"
"25 - 29",4,"2021-01-25","IC"
"30 - 34",2,"2021-01-25","IC"
"35 - 39",6,"2021-01-25","IC"
"40 - 44",8,"2021-01-25","IC"
"45 - 49",23,"2021-01-25","IC"
"50 - 54",47,"2021-01-25","IC"
"55 - 59",86,"2021-01-25","IC"
"60 - 64",125,"2021-01-25","IC"
"65 - 69",143,"2021-01-25","IC"
"70 - 74",146,"2021-01-25","IC"
"75 - 79",51,"2021-01-25","IC"
"80 - 84",11,"2021-01-25","IC"
"85 - 89",1,"2021-01-25","IC"
">90",0,"2021-01-25","IC"
"<20",2,"2021-01-26","IC"
"20 - 24",2,"2021-01-26","IC"
"25 - 29",3,"2021-01-26","IC"
"30 - 34",2,"2021-01-26","IC"
"35 - 39",6,"2021-01-26","IC"
"40 - 44",9,"2021-01-26","IC"
"45 - 49",27,"2021-01-26","IC"
"50 - 54",45,"2021-01-26","IC"
"55 - 59",88,"2021-01-26","IC"
"60 - 64",128,"2021-01-26","IC"
"65 - 69",146,"2021-01-26","IC"
"70 - 74",148,"2021-01-26","IC"
"75 - 79",52,"2021-01-26","IC"
"80 - 84",12,"2021-01-26","IC"
"85 - 89",1,"2021-01-26","IC"
">90",0,"2021-01-26","IC"
"<20",3,"2021-01-27","IC"
"20 - 24",2,"2021-01-27","IC"
"25 - 29",3,"2021-01-27","IC"
"30 - 34",4,"2021-01-27","IC"
"35 - 39",5,"2021-01-27","IC"
"40 - 44",8,"2021-01-27","IC"
"45 - 49",26,"2021-01-27","IC"
"50 - 54",45,"2021-01-27","IC"
"55 - 59",85,"2021-01-27","IC"
"60 - 64",124,"2021-01-27","IC"
"65 - 69",143,"2021-01-27","IC"
"70 - 74",147,"2021-01-27","IC"
"75 - 79",48,"2021-01-27","IC"
"80 - 84",12,"2021-01-27","IC"
"85 - 89",0,"2021-01-27","IC"
">90",0,"2021-01-27","IC"
"<20",2,"2021-01-28","IC"
"20 - 24",2,"2021-01-28","IC"
"25 - 29",3,"2021-01-28","IC"
"30 - 34",3,"2021-01-28","IC"
"35 - 39",5,"2021-01-28","IC"
"40 - 44",8,"2021-01-28","IC"
"45 - 49",28,"2021-01-28","IC"
"50 - 54",49,"2021-01-28","IC"
"55 - 59",80,"2021-01-28","IC"
"60 - 64",116,"2021-01-28","IC"
"65 - 69",144,"2021-01-28","IC"
"70 - 74",143,"2021-01-28","IC"
"75 - 79",49,"2021-01-28","IC"
"80 - 84",12,"2021-01-28","IC"
"85 - 89",0,"2021-01-28","IC"
">90",0,"2021-01-28","IC"
"<20",2,"2021-01-29","IC"
"20 - 24",1,"2021-01-29","IC"
"25 - 29",4,"2021-01-29","IC"
"30 - 34",3,"2021-01-29","IC"
"35 - 39",7,"2021-01-29","IC"
"40 - 44",8,"2021-01-29","IC"
"45 - 49",29,"2021-01-29","IC"
"50 - 54",45,"2021-01-29","IC"
"55 - 59",80,"2021-01-29","IC"
"60 - 64",120,"2021-01-29","IC"
"65 - 69",140,"2021-01-29","IC"
"70 - 74",146,"2021-01-29","IC"
"75 - 79",52,"2021-01-29","IC"
"80 - 84",13,"2021-01-29","IC"
"85 - 89",0,"2021-01-29","IC"
">90",0,"2021-01-29","IC"
"<20",2,"2021-01-30","IC"
"20 - 24",1,"2021-01-30","IC"
"25 - 29",5,"2021-01-30","IC"
"30 - 34",1,"2021-01-30","IC"
"35 - 39",6,"2021-01-30","IC"
"40 - 44",8,"2021-01-30","IC"
"45 - 49",29,"2021-01-30","IC"
"50 - 54",46,"2021-01-30","IC"
"55 - 59",78,"2021-01-30","IC"
"60 - 64",116,"2021-01-30","IC"
"65 - 69",139,"2021-01-30","IC"
"70 - 74",139,"2021-01-30","IC"
"75 - 79",47,"2021-01-30","IC"
"80 - 84",11,"2021-01-30","IC"
"85 - 89",0,"2021-01-30","IC"
">90",0,"2021-01-30","IC"
"<20",3,"2021-01-31","IC"
"20 - 24",1,"2021-01-31","IC"
"25 - 29",5,"2021-01-31","IC"
"30 - 34",2,"2021-01-31","IC"
"35 - 39",7,"2021-01-31","IC"
"40 - 44",10,"2021-01-31","IC"
"45 - 49",29,"2021-01-31","IC"
"50 - 54",44,"2021-01-31","IC"
"55 - 59",82,"2021-01-31","IC"
"60 - 64",118,"2021-01-31","IC"
"65 - 69",141,"2021-01-31","IC"
"70 - 74",141,"2021-01-31","IC"
"75 - 79",49,"2021-01-31","IC"
"80 - 84",12,"2021-01-31","IC"
"85 - 89",0,"2021-01-31","IC"
">90",0,"2021-01-31","IC"
"<20",2,"2021-02-01","IC"
"20 - 24",1,"2021-02-01","IC"
"25 - 29",6,"2021-02-01","IC"
"30 - 34",3,"2021-02-01","IC"
"35 - 39",6,"2021-02-01","IC"
"40 - 44",10,"2021-02-01","IC"
"45 - 49",27,"2021-02-01","IC"
"50 - 54",46,"2021-02-01","IC"
"55 - 59",83,"2021-02-01","IC"
"60 - 64",123,"2021-02-01","IC"
"65 - 69",135,"2021-02-01","IC"
"70 - 74",138,"2021-02-01","IC"
"75 - 79",49,"2021-02-01","IC"
"80 - 84",12,"2021-02-01","IC"
"85 - 89",0,"2021-02-01","IC"
">90",0,"2021-02-01","IC"
"<20",2,"2021-02-03","IC"
"20 - 24",1,"2021-02-03","IC"
"25 - 29",6,"2021-02-03","IC"
"30 - 34",3,"2021-02-03","IC"
"35 - 39",5,"2021-02-03","IC"
"40 - 44",13,"2021-02-03","IC"
"45 - 49",26,"2021-02-03","IC"
"50 - 54",44,"2021-02-03","IC"
"55 - 59",83,"2021-02-03","IC"
"60 - 64",117,"2021-02-03","IC"
"65 - 69",127,"2021-02-03","IC"
"70 - 74",125,"2021-02-03","IC"
"75 - 79",51,"2021-02-03","IC"
"80 - 84",12,"2021-02-03","IC"
